194	-0.6	11.3	30	#FDDD71
195	1.4	11.3	24	#FDDD71
196	3.4	11.3	24	#FDDD71
197	5.4	11.3	30	#FDDD71
198	7.4	11.3	36	#FDDD71
199	9.4	11.3	42	#FDDD71
200	-3.6	12.3	36	#FDDD71
201	-1.6	12.3	30	#FDDD71
202	0.4	12.3	24	#FDDD71
203	2.4	12.3	18	#FDDD71
204	4.4	12.3	24	#FDDD71
205	6.4	12.3	30	#FDDD71
206	8.4	12.3	36	#FDDD71
207	-2.6	13.3	30	#FDDD71
208	-0.6	13.3	24	#FDDD71
209	1.4	13.3	18	#FDDD71
210	3.4	13.3	18	#FDDD71
211	5.4	13.3	24	#FDDD71
212	7.4	13.3	30	#FDDD71
213	-1.6	14.3	24	#FDDD71
214	0.4	14.3	18	#FDDD71
215	2.4	14.3	12	#FDDD71
216	4.4	14.3	18	#FDDD71
217	6.4	14.3	24	#FDDD71
218	-0.6	15.3	18	#FDDD71
219	1.4	15.3	12	#FDDD71
220	3.4	15.3	12	#FDDD71
221	5.4	15.3	18	#FDDD71
222	0.4	16.3	12	#FDDD71
223	2.4	16.3	6	#FDDD71
224	4.4	16.3	12	#FDDD71
225	1.4	17.3	6	#FDDD71
226	3.4	17.3	6	#FDDD71
227	2.4	18.3	0	#F78181
